transaction_id,from_account_id,to_account_id,amount,timestamp,channel,location_id
TX000040,ACC00685,ACC00610,9362.47,2026-01-05 15:39:00,bank,LOC0013
TX000041,ACC00389,ACC01159,15462.22,2026-02-10 20:41:00,bank,LOC0115
TX000042,ACC00702,ACC00666,3037.22,2026-08-13 19:17:00,bank,LOC0105
TX000043,ACC01111,ACC00650,5707.76,2026-05-03 02:36:00,bank,LOC0072
TX000044,ACC01153,ACC00608,12235.62,2026-01-13 06:23:00,cash_deposit,LOC0114
TX000045,ACC00542,ACC00543,34006.81,2026-02-18 05:49:00,cash_deposit,LOC0107
TX000046,ACC01194,ACC00052,10024.14,2026-07-27 04:59:00,wallet,LOC0032
TX000047,ACC00568,ACC00963,2510.59,2026-08-08 13:11:00,bank,LOC0145
TX000048,ACC00365,ACC01062,2752.7,2026-06-16 20:00:00,upi,LOC0159
TX000049,ACC00576,ACC00343,9053.03,2026-05-08 20:06:00,upi,LOC0150
TX000050,ACC00247,ACC01122,7369.6,2026-07-16 14:17:00,upi,LOC0170
TX000051,ACC00427,ACC01036,2754.39,2026-02-04 04:23:00,wallet,LOC0039
TX000052,ACC00808,ACC00111,6308.03,2026-03-13 20:10:00,wallet,LOC0025
TX000053,ACC00140,ACC00108,9473.4,2026-04-15 02:50:00,wallet,LOC0048
TX000054,ACC00192,ACC01047,3766.69,2026-03-24 00:48:00,bank,LOC0100
TX000055,ACC00666,ACC00881,18702.97,2026-05-24 11:24:00,bank,LOC0091
TX000056,ACC01141,ACC00287,3311.19,2026-01-17 13:48:00,upi,LOC0005
TX000057,ACC00378,ACC00778,4409.6,2026-06-10 06:16:00,bank,LOC0012
TX000058,ACC00511,ACC00607,2208.23,2026-03-13 07:00:00,upi,LOC0058
TX000059,ACC00718,ACC01070,7442.31,2026-03-03 20:41:00,cash_deposit,LOC0015
TX000060,ACC00097,ACC00203,5143.26,2026-03-07 04:33:00,cash_deposit,LOC0160
TX000061,ACC00211,ACC00928,6021.66,2026-03-16 08:46:00,wallet,LOC0097
TX000062,ACC00189,ACC00889,4881.7,2026-01-22 20:12:00,wallet,LOC0129
TX000063,ACC00148,ACC00035,19828.04,2026-02-19 08:40:00,upi,LOC0023
TX000064,ACC00125,ACC00281,1971.8,2026-07-09 07:14:00,upi,LOC0157
TX000065,ACC01007,ACC00130,6885.01,2026-06-21 07:48:00,upi,LOC0052
TX000066,ACC00680,ACC00990,13937.63,2026-07-10 04:58:00,cash_deposit,LOC0057
TX000067,ACC00320,ACC00167,15729.1,2026-05-01 23:14:00,cash_deposit,LOC0056
TX000068,ACC00181,ACC00802,7585.21,2026-03-22 16:14:00,cash_deposit,LOC0082
TX000069,ACC00651,ACC00069,6251.63,2026-01-23 21:01:00,bank,LOC0008
TX000070,ACC00217,ACC00359,11809.81,2026-07-28 03:30:00,upi,LOC0128
TX000071,ACC00671,ACC00316,2196.76,2026-01-29 19:06:00,wallet,LOC0080
TX000072,ACC00449,ACC00788,12776.86,2026-03-29 00:33:00,upi,LOC0047
TX000073,ACC00035,ACC01039,7430.24,2026-05-19 13:42:00,upi,LOC0063
TX000074,ACC01084,ACC00838,11395.18,2026-06-02 14:33:00,bank,LOC0010
TX000075,ACC00257,ACC01104,16464.82,2026-02-20 19:19:00,bank,LOC0124
TX000076,ACC00372,ACC00711,11513.39,2026-02-22 11:02:00,bank,LOC0062
TX000077,ACC00537,ACC00381,2653.08,2026-07-22 22:39:00,cash_deposit,LOC0074
TX000078,ACC00895,ACC00989,3861.77,2026-08-12 16:23:00,upi,LOC0080
TX000079,ACC01028,ACC00588,15445.33,2026-05-03 22:13:00,cash_deposit,LOC0044
TX000080,ACC00762,ACC00358,15114.5,2026-02-01 07:51:00,wallet,LOC0143
TX000081,ACC00606,ACC01083,8263.24,2026-05-06 08:22:00,cash_deposit,LOC0013
TX000082,ACC00423,ACC00694,2048.16,2026-08-29 12:50:00,upi,LOC0129
TX000083,ACC01194,ACC00550,14718.08,2026-07-11 04:56:00,upi,LOC0020
TX000084,ACC00073,ACC00359,57830.98,2026-07-20 15:30:00,wallet,LOC0165
TX000085,ACC00954,ACC01025,26177.3,2026-01-20 13:36:00,bank,LOC0046
TX000086,ACC00696,ACC00588,61240.71,2026-06-07 14:38:00,cash_deposit,LOC0154
TX000087,ACC00018,ACC01014,8130.06,2026-01-14 19:32:00,wallet,LOC0071
TX000088,ACC00254,ACC00002,8917.69,2026-03-13 01:23:00,bank,LOC0007
TX000089,ACC00406,ACC00782,15613.57,2026-06-29 06:28:00,cash_deposit,LOC0076
TX000090,ACC00457,ACC00495,12225.17,2026-02-21 13:42:00,upi,LOC0171
TX000091,ACC00398,ACC01120,11523.28,2026-06-14 19:33:00,cash_deposit,LOC0140
TX000092,ACC00929,ACC00942,15701.49,2026-01-21 15:39:00,upi,LOC0099
TX000093,ACC00311,ACC00307,7314.59,2026-03-04 18:22:00,upi,LOC0110
TX000094,ACC00872,ACC00161,42161.05,2026-02-07 10:47:00,bank,LOC0155
TX000095,ACC00303,ACC00149,13634.13,2026-07-19 02:37:00,cash_deposit,LOC0143
TX000096,ACC01035,ACC00544,2931.72,2026-04-21 14:09:00,cash_deposit,LOC0023
TX000097,ACC00249,ACC00615,5448.1,2026-01-25 10:21:00,bank,LOC0149
TX000098,ACC00775,ACC00711,6985.26,2026-07-10 09:48:00,wallet,LOC0089
TX000099,ACC00842,ACC00414,9757.52,2026-07-17 23:21:00,cash_deposit,LOC0061
TX000100,ACC00990,ACC00112,8547.57,2026-01-17 00:57:00,bank,LOC0032
TX000101,ACC00351,ACC00436,19360.59,2026-04-16 02:51:00,cash_deposit,LOC0141
TX000102,ACC00167,ACC01056,18823.83,2026-02-27 03:21:00,bank,LOC0158
TX000103,ACC00011,ACC00629,4672.14,2026-06-07 13:58:00,upi,LOC0074
TX000104,ACC00705,ACC01105,8971.8,2026-02-03 03:25:00,bank,LOC0085
TX000105,ACC00345,ACC00245,2450.18,2026-08-11 19:53:00,cash_deposit,LOC0053
TX000106,ACC00849,ACC00726,32529.4,2026-03-27 17:15:00,wallet,LOC0072
TX000107,ACC00825,ACC00197,5527.05,2026-08-15 11:23:00,wallet,LOC0113
TX000108,ACC00245,ACC00873,7934.33,2026-02-26 23:16:00,upi,LOC0002
TX000109,ACC00464,ACC01054,13476.43,2026-07-21 23:56:00,upi,LOC0045
TX000110,ACC00575,ACC01154,14765.04,2026-04-05 17:26:00,wallet,LOC0021
TX000111,ACC00467,ACC00749,4187.89,2026-01-13 08:38:00,wallet,LOC0117
TX000112,ACC01138,ACC01018,18066.19,2026-02-05 03:13:00,wallet,LOC0115
TX000113,ACC01180,ACC00684,37434.72,2026-08-01 07:14:00,wallet,LOC0171
TX000114,ACC00399,ACC00012,9386.99,2026-06-23 19:16:00,wallet,LOC0037
TX000115,ACC00348,ACC00162,8043.43,2026-01-09 17:54:00,wallet,LOC0103
TX000116,ACC00141,ACC00745,15413.95,2026-02-07 15:26:00,wallet,LOC0158
TX000117,ACC00112,ACC01119,5308.46,2026-08-31 10:38:00,cash_deposit,LOC0030
TX000118,ACC00151,ACC00088,24786.69,2026-04-15 16:41:00,upi,LOC0096
TX000119,ACC01100,ACC00545,13783.65,2026-04-23 15:00:00,wallet,LOC0070
TX000120,ACC01022,ACC00789,7340.72,2026-07-31 08:18:00,upi,LOC0033
TX000121,ACC00480,ACC01110,4883.45,2026-03-16 03:19:00,wallet,LOC0028
TX000122,ACC00478,ACC00716,19980.26,2026-02-18 22:48:00,upi,LOC0103
TX000123,ACC01086,ACC00185,10648.2,2026-07-22 15:39:00,wallet,LOC0131
TX000124,ACC00966,ACC00705,23201.47,2026-08-17 08:47:00,upi,LOC0119
TX000125,ACC00684,ACC00617,846.21,2026-02-03 01:53:00,cash_deposit,LOC0132
TX000126,ACC00392,ACC00103,5820.06,2026-03-23 20:58:00,upi,LOC0054
TX000127,ACC00936,ACC00137,9757.67,2026-04-28 09:52:00,wallet,LOC0178
TX000128,ACC00553,ACC01194,2597.09,2026-07-28 18:09:00,upi,LOC0140
TX000129,ACC00005,ACC00574,30952.62,2026-01-27 09:41:00,upi,LOC0077
TX000130,ACC00250,ACC00195,7032.72,2026-07-27 09:16:00,cash_deposit,LOC0125
TX000131,ACC01183,ACC01124,45991.98,2026-06-09 22:35:00,wallet,LOC0088
TX000132,ACC00181,ACC00512,15746.92,2026-06-20 16:22:00,bank,LOC0157
TX000133,ACC00828,ACC00747,8952.62,2026-01-04 21:33:00,cash_deposit,LOC0164
TX000134,ACC00482,ACC01008,4224.78,2026-04-24 21:49:00,bank,LOC0156
TX000135,ACC00569,ACC00983,12135.08,2026-03-12 10:15:00,cash_deposit,LOC0051
TX000136,ACC00139,ACC00680,34050.54,2026-06-06 21:17:00,cash_deposit,LOC0079
TX000137,ACC00398,ACC00260,41336.59,2026-07-19 20:24:00,upi,LOC0052
TX000138,ACC01046,ACC00913,19244.21,2026-02-26 21:58:00,bank,LOC0096
TX000139,ACC00867,ACC00389,3265.33,2026-08-29 11:25:00,cash_deposit,LOC0028
TX000140,ACC00548,ACC00189,6427.14,2026-04-13 10:35:00,upi,LOC0149
TX000141,ACC00761,ACC00012,2546.74,2026-06-15 10:12:00,upi,LOC0154
TX000142,ACC00998,ACC00786,4161.44,2026-06-13 05:20:00,bank,LOC0034
TX000143,ACC00181,ACC00032,3451.64,2026-03-27 20:02:00,wallet,LOC0167
TX000144,ACC00604,ACC00186,2775.93,2026-01-10 09:48:00,wallet,LOC0080
TX000145,ACC01043,ACC00802,2105.22,2026-03-08 05:44:00,bank,LOC0032
TX000146,ACC00416,ACC00064,6605.16,2026-01-26 06:56:00,wallet,LOC0064
TX000147,ACC00972,ACC00640,2633.87,2026-04-28 13:03:00,upi,LOC0110
TX000148,ACC00773,ACC00259,5959.52,2026-07-09 06:03:00,cash_deposit,LOC0018
TX000149,ACC00969,ACC00306,19149.46,2026-08-10 06:58:00,wallet,LOC0018
TX000150,ACC00960,ACC00550,5287.06,2026-04-03 14:32:00,upi,LOC0030
TX000151,ACC00370,ACC00661,8880.4,2026-02-20 18:30:00,wallet,LOC0160
TX000152,ACC00574,ACC00241,24985.97,2026-01-14 09:58:00,upi,LOC0061
TX000153,ACC00457,ACC00356,2097.05,2026-06-11 17:51:00,wallet,LOC0153
TX000154,ACC01099,ACC00027,2107.17,2026-04-26 20:52:00,upi,LOC0108
TX000155,ACC01001,ACC00582,12711.22,2026-04-25 15:38:00,upi,LOC0075
TX000156,ACC00963,ACC00550,1326.37,2026-08-11 10:34:00,upi,LOC0088
TX000157,ACC00907,ACC00110,4281.04,2026-05-29 17:34:00,cash_deposit,LOC0134
TX000158,ACC01066,ACC00772,5592.44,2026-05-02 17:53:00,wallet,LOC0067
TX000159,ACC00240,ACC00636,11774.85,2026-08-08 09:41:00,bank,LOC0150
TX000160,ACC00322,ACC00337,11671.4,2026-02-04 08:39:00,bank,LOC0103
TX000161,ACC00615,ACC01143,13546.7,2026-05-18 18:24:00,bank,LOC0005
TX000162,ACC00717,ACC00823,6189.8,2026-04-20 10:28:00,cash_deposit,LOC0103
TX000163,ACC01063,ACC00014,2872.78,2026-08-23 02:16:00,bank,LOC0138
TX000164,ACC00038,ACC00387,5773.76,2026-07-14 11:05:00,bank,LOC0119
TX000165,ACC00685,ACC00396,5633.34,2026-08-13 05:24:00,bank,LOC0137
TX000166,ACC00260,ACC00369,20120.69,2026-05-24 03:17:00,upi,LOC0108
TX000167,ACC00700,ACC00031,1357.45,2026-07-26 23:50:00,upi,LOC0159
TX000168,ACC01182,ACC00358,5829.68,2026-06-06 13:55:00,cash_deposit,LOC0085
TX000169,ACC01200,ACC00343,8479.42,2026-04-01 02:36:00,cash_deposit,LOC0111
TX000170,ACC01174,ACC00907,32889.12,2026-04-09 14:49:00,upi,LOC0170
TX000171,ACC00598,ACC01105,7164.1,2026-07-02 01:23:00,upi,LOC0163
TX000172,ACC00612,ACC00294,9665.94,2026-03-03 15:59:00,cash_deposit,LOC0019
TX000173,ACC00356,ACC00392,12689.46,2026-08-07 03:59:00,cash_deposit,LOC0063
TX000174,ACC00856,ACC00468,32691.78,2026-08-26 10:44:00,cash_deposit,LOC0015
TX000175,ACC00278,ACC00515,15710.93,2026-02-20 23:18:00,cash_deposit,LOC0011
TX000176,ACC00188,ACC00740,5770.48,2026-07-01 03:34:00,bank,LOC0020
TX000177,ACC00987,ACC00470,7367.02,2026-06-01 19:54:00,cash_deposit,LOC0009
TX000178,ACC00355,ACC00922,5187.91,2026-02-27 12:36:00,bank,LOC0037
TX000179,ACC01101,ACC00046,7772.24,2026-01-16 10:42:00,cash_deposit,LOC0021
TX000180,ACC01060,ACC01185,26529.33,2026-08-07 21:25:00,upi,LOC0158
TX000181,ACC00157,ACC00074,5526.23,2026-07-27 06:31:00,cash_deposit,LOC0174
TX000182,ACC00497,ACC01100,21078.54,2026-01-29 22:05:00,bank,LOC0121
TX000183,ACC01115,ACC00419,12205.44,2026-07-06 18:50:00,wallet,LOC0002
TX000184,ACC01102,ACC00188,3398.39,2026-05-18 04:12:00,wallet,LOC0057
TX000185,ACC00824,ACC01066,11000.43,2026-04-22 22:02:00,wallet,LOC0067
TX000186,ACC00772,ACC01076,9383.48,2026-07-02 18:11:00,cash_deposit,LOC0079
TX000187,ACC00434,ACC00335,3909.69,2026-05-31 00:20:00,wallet,LOC0157
TX000188,ACC00117,ACC00731,18065.35,2026-03-25 13:56:00,wallet,LOC0054
TX000189,ACC01078,ACC01106,6784.63,2026-07-05 11:51:00,wallet,LOC0124
TX000190,ACC00058,ACC00446,8257.56,2026-05-07 10:14:00,wallet,LOC0026
TX000191,ACC00410,ACC00049,14216.08,2026-06-24 14:07:00,upi,LOC0124
TX000192,ACC00501,ACC01093,3647.67,2026-06-05 18:05:00,wallet,LOC0157
TX000193,ACC00986,ACC00472,4829.46,2026-06-01 13:38:00,upi,LOC0037
TX000194,ACC00125,ACC00743,13332.59,2026-02-19 10:34:00,cash_deposit,LOC0109
TX000195,ACC00093,ACC01093,21291.04,2026-05-27 23:09:00,upi,LOC0079
TX000196,ACC00274,ACC00633,4019.78,2026-01-10 17:31:00,bank,LOC0079
TX000197,ACC00972,ACC00398,4897.84,2026-08-31 03:57:00,bank,LOC0020
TX000198,ACC01036,ACC00853,1685.5,2026-08-27 22:27:00,upi,LOC0131
TX000199,ACC00627,ACC01089,6730.78,2026-03-05 05:36:00,bank,LOC0062
TX000200,ACC00877,ACC00244,8062.15,2026-05-11 23:22:00,wallet,LOC0121
TX000201,ACC00652,ACC00300,6271.93,2026-05-09 21:09:00,wallet,LOC0061
TX000202,ACC00331,ACC00597,14159.9,2026-02-12 22:38:00,upi,LOC0073
TX000203,ACC01045,ACC00796,2484.76,2026-07-16 01:18:00,cash_deposit,LOC0002
TX000204,ACC00342,ACC00834,3747.98,2026-03-08 13:47:00,cash_deposit,LOC0007
TX000205,ACC00755,ACC00119,16275.18,2026-06-30 12:00:00,bank,LOC0171
TX000206,ACC00981,ACC00482,30049.43,2026-02-10 01:43:00,upi,LOC0090
TX000207,ACC00083,ACC00231,3712.43,2026-03-04 22:39:00,wallet,LOC0014
TX000208,ACC00730,ACC00687,6035.01,2026-03-23 20:15:00,cash_deposit,LOC0009
TX000209,ACC00290,ACC00768,519.77,2026-04-21 04:30:00,cash_deposit,LOC0026
TX000210,ACC00918,ACC00432,4419.9,2026-03-21 00:56:00,wallet,LOC0077
TX000211,ACC00143,ACC00425,8037.03,2026-08-21 03:45:00,bank,LOC0170
TX000212,ACC00517,ACC00841,12262.65,2026-08-13 06:40:00,upi,LOC0133
TX000213,ACC00255,ACC00060,7629.25,2026-06-24 09:36:00,upi,LOC0048
TX000214,ACC00241,ACC00374,4440.05,2026-08-21 10:12:00,cash_deposit,LOC0122
TX000215,ACC01097,ACC00786,2538.12,2026-08-14 20:50:00,wallet,LOC0153
TX000216,ACC00204,ACC00963,2195.18,2026-04-22 03:10:00,wallet,LOC0007
TX000217,ACC01098,ACC01122,4397.36,2026-06-30 21:42:00,wallet,LOC0137
TX000218,ACC00443,ACC00912,12798.17,2026-03-01 04:32:00,cash_deposit,LOC0019
TX000219,ACC01070,ACC00843,4847.78,2026-05-30 02:02:00,wallet,LOC0146
TX000220,ACC00164,ACC00077,18507.31,2026-01-11 19:11:00,cash_deposit,LOC0017
TX000221,ACC00073,ACC00625,7581.46,2026-01-20 13:53:00,cash_deposit,LOC0057
TX000222,ACC00943,ACC01174,22105.87,2026-08-10 17:49:00,cash_deposit,LOC0097
TX000223,ACC00776,ACC00482,29272.8,2026-07-08 06:56:00,wallet,LOC0026
TX000224,ACC01146,ACC00683,5538.98,2026-03-25 04:02:00,cash_deposit,LOC0063
TX000225,ACC00904,ACC01081,3659.59,2026-01-11 07:25:00,bank,LOC0024
TX000226,ACC00972,ACC00511,37747.67,2026-03-31 22:21:00,cash_deposit,LOC0141
TX000227,ACC00143,ACC00012,28220.53,2026-08-20 14:02:00,wallet,LOC0141
TX000228,ACC00022,ACC00508,8249.2,2026-06-29 04:13:00,cash_deposit,LOC0163
TX000229,ACC00567,ACC00094,43082.12,2026-06-21 02:14:00,upi,LOC0053
TX000230,ACC00920,ACC00081,3792.32,2026-02-07 17:21:00,cash_deposit,LOC0018
TX000231,ACC01086,ACC00107,2292.4,2026-03-29 07:18:00,upi,LOC0081
TX000232,ACC00311,ACC00307,14748.54,2026-08-21 13:43:00,wallet,LOC0024
TX000233,ACC00175,ACC00775,17236.44,2026-05-13 02:46:00,bank,LOC0161
TX000234,ACC00971,ACC00195,3520.34,2026-07-09 15:26:00,cash_deposit,LOC0162
TX000235,ACC00810,ACC00656,64515.97,2026-03-14 03:41:00,cash_deposit,LOC0167
TX000236,ACC00529,ACC00516,5004.56,2026-08-07 04:47:00,cash_deposit,LOC0102
TX000237,ACC00777,ACC00577,5787.96,2026-07-08 14:20:00,upi,LOC0145
TX000238,ACC00181,ACC00477,17249.68,2026-04-28 20:00:00,cash_deposit,LOC0166
TX000239,ACC00701,ACC00038,12348.61,2026-01-25 13:14:00,bank,LOC0058
TX000240,ACC01014,ACC00175,931.27,2026-03-02 23:55:00,bank,LOC0135
TX000241,ACC00236,ACC00113,94172.3,2026-07-31 01:30:00,upi,LOC0123
TX000242,ACC00261,ACC00357,2841.07,2026-05-20 22:08:00,cash_deposit,LOC0162
TX000243,ACC00678,ACC00608,1598.99,2026-01-24 11:34:00,bank,LOC0052
TX000244,ACC00026,ACC00608,25340.19,2026-05-19 03:19:00,upi,LOC0070
TX000245,ACC00144,ACC00943,30433.59,2026-04-03 07:20:00,wallet,LOC0136
TX000246,ACC01106,ACC00838,25444.35,2026-04-26 12:48:00,bank,LOC0033
TX000247,ACC00271,ACC01096,5822.98,2026-08-10 21:59:00,upi,LOC0063
TX000248,ACC00140,ACC00381,11565.56,2026-03-16 14:57:00,upi,LOC0133
TX000249,ACC00138,ACC01188,12091.71,2026-04-05 12:12:00,upi,LOC0101
TX000250,ACC00553,ACC01138,26397.34,2026-04-17 23:41:00,upi,LOC0009
TX000251,ACC00014,ACC00311,7583.64,2026-07-15 12:06:00,upi,LOC0061
TX000252,ACC00331,ACC00216,14048.87,2026-08-08 10:07:00,bank,LOC0104
TX000253,ACC00498,ACC00503,6692.84,2026-03-30 05:24:00,cash_deposit,LOC0043
TX000254,ACC00899,ACC00999,10601.33,2026-06-18 09:39:00,cash_deposit,LOC0136
TX000255,ACC00031,ACC00228,8034.41,2026-06-01 15:04:00,bank,LOC0115
TX000256,ACC00046,ACC00917,5051.52,2026-08-03 18:25:00,bank,LOC0175
TX000257,ACC00102,ACC01135,9813.26,2026-04-19 15:57:00,upi,LOC0118
TX000258,ACC00165,ACC00681,7834.26,2026-07-12 18:24:00,cash_deposit,LOC0042
TX000259,ACC01173,ACC00747,3374.43,2026-02-26 14:28:00,bank,LOC0079
TX000260,ACC00370,ACC00763,4185.21,2026-05-01 20:13:00,cash_deposit,LOC0115
TX000261,ACC00639,ACC00977,8484.59,2026-03-23 08:35:00,upi,LOC0012
TX000262,ACC00034,ACC01022,25911.89,2026-02-24 03:28:00,bank,LOC0165
TX000263,ACC00785,ACC00412,3612.32,2026-05-11 10:38:00,bank,LOC0132
TX000264,ACC00718,ACC00947,7031.82,2026-08-17 13:49:00,wallet,LOC0172
TX000265,ACC00026,ACC01161,9433.62,2026-01-14 16:35:00,wallet,LOC0099
TX000266,ACC01145,ACC00522,19413.81,2026-08-16 16:25:00,cash_deposit,LOC0113
TX000267,ACC01159,ACC00066,42929.4,2026-03-23 11:25:00,bank,LOC0021
TX000268,ACC00563,ACC00900,5517.52,2026-06-19 05:34:00,upi,LOC0159
TX000269,ACC00380,ACC00198,10117.9,2026-01-15 05:45:00,cash_deposit,LOC0024
TX000270,ACC00463,ACC00731,8697.66,2026-03-19 17:09:00,bank,LOC0165
TX000271,ACC00884,ACC00977,8940.39,2026-04-09 01:06:00,wallet,LOC0129
TX000272,ACC00359,ACC00680,3172.04,2026-04-14 17:29:00,cash_deposit,LOC0084
TX000273,ACC00126,ACC00335,15388.12,2026-07-27 21:23:00,wallet,LOC0008
TX000274,ACC01175,ACC00988,10725.38,2026-02-17 18:29:00,upi,LOC0063
TX000275,ACC01083,ACC01198,6223.54,2026-05-27 08:05:00,cash_deposit,LOC0027
TX000276,ACC00526,ACC00842,6404.83,2026-06-02 10:06:00,bank,LOC0043
TX000277,ACC00513,ACC00095,4379.16,2026-04-12 01:57:00,cash_deposit,LOC0063
TX000278,ACC00008,ACC01022,4996.35,2026-04-21 12:41:00,upi,LOC0144
TX000279,ACC00377,ACC00922,11918.44,2026-08-30 02:44:00,bank,LOC0007
TX000280,ACC00099,ACC00699,5204.5,2026-04-02 12:38:00,cash_deposit,LOC0132
TX000281,ACC00171,ACC00253,9761.2,2026-07-23 20:23:00,wallet,LOC0168
TX000282,ACC00641,ACC00725,7979.13,2026-05-09 23:02:00,bank,LOC0124
TX000283,ACC00770,ACC01008,21137.3,2026-06-05 18:39:00,bank,LOC0166
TX000284,ACC00771,ACC00197,23814.04,2026-08-23 09:18:00,cash_deposit,LOC0097
TX000285,ACC00218,ACC00613,3722.1,2026-05-21 09:20:00,upi,LOC0125
TX000286,ACC00318,ACC00180,3894.02,2026-06-21 15:19:00,upi,LOC0104
TX000287,ACC01105,ACC00942,9602.21,2026-06-16 05:41:00,cash_deposit,LOC0148
TX000288,ACC00722,ACC00379,12400.29,2026-05-08 16:09:00,wallet,LOC0095
TX000289,ACC00098,ACC00556,9951.68,2026-03-30 23:15:00,bank,LOC0031
TX000290,ACC00420,ACC00572,10796.67,2026-08-09 23:43:00,wallet,LOC0164
TX000291,ACC00944,ACC00994,6426.24,2026-08-04 04:52:00,wallet,LOC0112
TX000292,ACC00300,ACC00310,14071.91,2026-02-14 02:23:00,upi,LOC0131
TX000293,ACC00558,ACC00499,12152.61,2026-08-31 09:24:00,cash_deposit,LOC0013
TX000294,ACC00421,ACC00837,1541.67,2026-05-12 03:39:00,cash_deposit,LOC0014
TX000295,ACC01033,ACC00611,7813.49,2026-05-27 13:02:00,wallet,LOC0015
TX000296,ACC00208,ACC00480,15994.61,2026-06-27 15:40:00,cash_deposit,LOC0059
TX000297,ACC01081,ACC00848,7622.64,2026-06-02 04:38:00,upi,LOC0059
TX000298,ACC00703,ACC00217,26892.82,2026-02-21 16:25:00,cash_deposit,LOC0079
TX000299,ACC00683,ACC00342,26766.91,2026-05-05 10:29:00,wallet,LOC0038
TX000300,ACC00175,ACC00736,2822.11,2026-05-19 03:05:00,bank,LOC0006
TX000301,ACC00252,ACC00838,2399.47,2026-04-08 01:26:00,wallet,LOC0144
TX000302,ACC00974,ACC00985,5296.13,2026-04-27 06:38:00,bank,LOC0178
TX000303,ACC00026,ACC00025,8029.94,2026-04-03 11:59:00,upi,LOC0005
TX000304,ACC00969,ACC00572,3420.0,2026-07-27 00:19:00,cash_deposit,LOC0017
TX000305,ACC00891,ACC01010,8338.9,2026-05-24 05:11:00,cash_deposit,LOC0008
TX000306,ACC00107,ACC01129,24234.68,2026-06-10 15:10:00,wallet,LOC0117
TX000307,ACC00659,ACC00373,13397.33,2026-06-28 12:17:00,bank,LOC0125
